GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
#,"-2.1050000000000013,10.075","-5.337500000000001,11.125000000000002",#,"-1.2599999999999998,13.015",#,#,#,"-31.5,31.5",#,#,#,#,#,#,#,#,#,"-1.417,0.7740000000000002",0.0,0.06218577436085644,0.5737704918032787,1,66.47405598419552,49981,49560,0.2631578947368421,0.0007411645964871382,35,61
#,"0.9249999999999998,8.201048390037458",#,#,#,#,#,"-1.6875,6.6517492274262455",#,#,#,"36.400000000000006,97.8",#,#,#,#,"0.09999999999999998,0.9","-0.6435,0.6435",#,0.0,0.09091180653955425,0.6190476190476191,1,66.06845444352054,49998,49560,0.2631578947368421,0.0007366422682227036,26,42
"54.35,107.27","20.399,37.601","6.874999999999999,19.525",#,#,"39.123999999999995,59.476","-0.24499999999999997,0.44499999999999995","-2.1775,2.1775",#,"1.5819999999999999,6.8180000000000005",#,#,#,"4.3443996725827105,7.3100000000000005",#,#,"-0.0583685403185327,1.675","-0.3234999999999999,2.5235000000000003",#,1.0,1.0,1.0,1,90.50399999999999,49990,49561,0.5263157894736842,0.001009090834722348,7,7
"4.154123292512138,26.975",#,#,#,"1.81,6.775",#,"-0.8164999999999999,0.806",#,#,#,"-0.6539999999999999,4.854","58.0,117.0","-0.18899999999999995,1.189","0.9029999999999996,3.074",#,#,#,"-0.8775,1.075",#,0.0,1.0,1.0,1,124.0,49989,49562,0.42105263157894735,0.0013825605885438342,3,3
#,"20.786,42.967","5.95,24.0625","0.5815000000000006,6.8185",#,#,"1.179,2.4210000000000003","-0.8080374344849814,4.845000000000001",#,#,"1.4660000000000002,4.934",#,#,#,#,#,"-0.3125,1.5125","-1.1065,1.5065","-0.045500000000000096,2.0455",1.0,0.095367431640625,0.625,1,67.4576,49935,49565,0.47368421052631576,0.0007521307996593108,5,8
#,"20.786,42.967","5.95,24.0625","1.3240000000000007,6.076",#,"41.268,67.132","1.179,2.4210000000000003","-0.8080374344849814,4.845000000000001",#,#,#,#,#,"-0.4209999999999998,3.621",#,#,#,"-1.1065,1.5065","-0.045500000000000096,2.0455",1.0,1.0,1.0,1,70.8,49935,49565,0.47368421052631576,0.0007893974973298666,5,5
"-5.487614822941606,33.010000000000005","12.186000000000002,33.414","-0.25,11.85","-0.3334999999999999,2.9335","2.0250000000000004,8.32",#,#,#,#,#,#,#,#,#,#,#,#,#,"-0.14550000000000007,2.2840000000000003",0.0,0.3276800000000001,0.8,1,91.261504,49989,49570,0.3157894736842105,0.0010175367635615765,8,10
"-5.487614822941606,33.010000000000005","12.186000000000002,33.414",#,"-0.3334999999999999,2.9335","2.0250000000000004,8.32",#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.3276800000000001,0.8,1,91.261504,49989,49570,0.21052631578947367,0.0010175367635615765,8,10
"-5.487614822941606,26.975",#,#,#,"-2.3200000000000003,10.77",#,"-1.2758845127785776,0.7555",#,#,"0.6755,4.081268342283962",#,#,#,"0.9029999999999996,2.915","-2.2199999999999998,5.824000000000001","-0.33899999999999997,6.339",#,"-0.424,0.8775",#,0.0,1.0,1.0,1,119.0,49989,49575,0.42105263157894735,0.0013268121777154538,2,2
"-5.235000000000003,36.975","-2.1050000000000013,13.637",#,#,#,#,#,#,"6.800000000000001,49.8",#,#,"57.8,97.8","-1.2899999999999998,1.89","-1.3150000000000002,5.697",#,#,#,"-0.8775,0.98",#,0.0,1.0,1.0,1,109.67365273600001,49989,49580,0.3684210526315789,0.0012228263699551312,13,13
"-5.487614822941606,64.785","-0.6370000000000005,10.705000000000002",#,#,#,"0.9133925361629558,40.1","-0.59,2.136",#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.1111545949973751,0.6444444444444445,1,88.2973247988338,49981,49580,0.21052631578947367,0.0009844871075864656,29,45
"49.09,94.76275661824582","2.3303921346391143,23.897",#,#,#,"43.455999999999996,53.408",#,#,"-34.0,18.0",#,#,#,#,#,#,#,#,"0.8955,1.9994999999999998",#,1.0,1.0,1.0,1,98.94220800000001,49929,49585,0.2631578947368421,0.0011031741719702134,10,10
#,#,#,"-0.48499999999999965,5.371647806601926",#,#,#,#,#,"-0.7330000000000001,3.733","-1.142,3.142",#,#,#,#,#,#,"0.8955,1.9994999999999998",#,1.0,0.2693290743429045,0.7692307692307693,1,80.86553329117166,49929,49585,0.21052631578947367,0.0009016249943544621,20,26
#,"3.846,28.332903216444656","-7.2375,12.837499999999999","-0.3334999999999999,3.4789999999999996",#,"51.988,62.904","-1.5238349482855593,0.345",#,#,#,#,"-24.925675529683982,56.585251256684","0.26049999999999995,2.5395",#,#,#,#,"-0.848,1.6480000000000001","-1.3404916980515358,2.7152421129446664",0.0,0.28462802079628785,0.7777777777777778,1,67.81792,49979,49587,0.47368421052631576,0.0007561482531372473,7,9
"54.25,89.75",#,"-7.2375,12.837499999999999",#,"2.0250000000000004,6.109999999999999","51.988,62.904","-1.5238349482855593,0.3105","-1.105,1.105",#,#,#,"-24.925675529683982,56.585251256684",#,#,"-0.5,5.916","-1.096,7.471718450340386",#,"-0.8775,0.98",#,0.0,1.0,1.0,1,79.5,49979,49587,0.5263157894736842,0.0008863997321712485,2,2
#,#,"-3.2,16.6",#,"1.81,12.985",#,"-0.8394999999999999,0.8995884681711678","-0.19304195389508472,2.7399999999999998",#,#,#,#,"-1.673797663183385,2.16",#,#,#,"1.225,2.975","-0.68,3.067131079873713",#,1.0,0.512908935546875,0.875,1,95.363901927424,49993,49593,0.3684210526315789,0.0010632771965694823,14,16
"49.09,119.90900713001282",#,#,"0.37049999999999983,7.282258396216919",#,#,#,#,#,#,"-1.142,3.142",#,#,#,#,"1.9210000000000003,6.479",#,"0.5340231552432719,1.741",#,1.0,1.0,1.0,1,95.5,49849,49593,0.2631578947368421,0.0010647946468220657,2,2
#,#,"-2.9250000000000007,14.125","1.3801759896610086,3.5284999999999997",#,"43.227999999999994,61.636","-0.43699999999999994,0.45999999999999996",#,#,#,#,"42.0,66.0","-2.1601954774551704,0.8975876353724147","-5.5468371811537756,4.808",#,#,#,"-0.38749999999999996,0.5875",#,0.0,0.13168724279835387,0.6666666666666666,1,79.62816000000001,49947,49597,0.42105263157894735,0.0008878286754376017,6,9
"19.38455775081873,59.005",#,#,"-0.7284999999999999,2.2195628556757816","-2.395,9.195","45.096,66.97200000000001","-0.45999999999999996,0.43699999999999994","-1.7225000000000001,1.7225000000000001",#,"-2.372,3.1719999999999997",#,#,#,#,#,"-0.27300000000000013,4.073",#,#,#,0.0,0.02587604756236833,0.48148148148148145,1,52.774892801881364,49998,49597,0.42105263157894735,0.010384047670195748,26,54
"58.055,99.945","7.609999999999999,19.79322071098244",#,"0.7140000000000002,3.4859999999999998","-2.63,11.43",#,"0.5630000000000001,1.4759352236535355","-0.047499999999999876,4.047499999999999","10.600000000000001,56.6",#,"-0.381,2.7809999999999997","42.7,118.4","-0.8514999999999999,1.8515","0.21928857756479347,4.296",#,#,#,"-0.9869999999999999,3.361752602703107",#,0,0.002757929721271342,0.3076923076923077,1,62.245569024,49830,49598,0.631578947368421,0.0006940183108392524,4,13
#,"2.4670000000000005,21.133000000000003",#,#,#,"15.508085283611791,40.1",#,"-1.1150000000000002,2.915",#,"-1.0010000000000001,1.0010000000000001","-2.805,2.805",#,#,#,#,#,#,#,#,0.0,0.1492221670519988,0.6835443037974683,1,88.89272764545015,49989,49600,0.2631578947368421,0.0009911256600867767,54,79
#,#,#,#,"-2.1550000000000002,7.155","15.508085283611791,40.1",#,"-1.0499999999999998,2.85",#,#,"-2.805,2.805","-29.5,29.5",#,#,#,#,#,#,#,0.0,0.1,1.0,1,26.4816,49600,49600,0.2631578947368421,0.00029526142323856773,0,0
#,"25.033,42.967",#,#,#,"41.268,67.132",#,#,#,#,#,#,#,#,"-0.98,6.408",#,#,"-1.1065,1.5065",#,1.0,0.4113109068164202,0.8372093023255814,1,69.74003834298074,49994,49601,0.21052631578947367,0.0007775792617462985,36,43
#,#,#,#,#,#,"1.179,2.5485",#,#,"0.37449999999999983,5.2255",#,"57.599999999999994,84.6",#,"1.649,4.751","-1.2080000000000002,7.18",#,"-0.41250000000000014,1.0125000000000002",#,"-0.045500000000000096,2.0455",1.0,0.13168724279835387,0.6666666666666666,1,80.0,49935,49601,0.3684210526315789,0.0008919745732540866,2,3
#,#,#,"-0.9414633391970418,2.9335","2.0250000000000004,6.775","29.988,41.012",#,#,"-31.5,28.8850113714999","-1.0175,3.2175000000000002",#,"11.399999999999999,77.4",#,#,#,"-3.3219999999999996,4.521999999999999",#,"-0.68,0.88","-0.14550000000000007,2.2840000000000003",0.0,0.14539335680000004,0.68,1,93.88964986252093,49989,49603,0.47368421052631576,0.0010468397546137213,17,25
#,#,#,"-0.9414633391970418,2.9335","2.0250000000000004,6.775","29.988,41.012","-0.682,0.882",#,"-31.5,28.8850113714999","-1.0175,3.2175000000000002",#,"11.399999999999999,77.4",#,#,#,"-0.7779999999999999,1.9779999999999998",#,"-0.68,0.88","-0.14550000000000007,2.2840000000000003",0.0,0.1043582467665522,0.6363636363636364,1,96.81840540566029,49989,49603,0.5263157894736842,0.0010794944480606874,14,22
#,"-4.5760000000000005,21.776",#,#,#,"15.508085283611791,41.012","-0.682,0.882","-1.1150000000000002,2.915","-31.5,28.8850113714999","-1.0175,3.2175000000000002","-2.805,2.805","11.399999999999999,77.4",#,#,#,#,#,"-0.68,0.88",#,0.0,0.10644534557634333,0.6388888888888888,1,93.94610774357164,49989,49604,0.47368421052631576,0.0010474692420431844,23,36
"68.51,95.49",#,#,#,#,#,"-0.506,0.506",#,#,"1.5819999999999999,4.593999999999999",#,"57.0,107.0",#,#,#,#,"-0.0583685403185327,1.6","-2.351601728885778,1.541","-0.11200000000000032,2.5120000000000005",1.0,0.5549289573066435,0.8888888888888888,1,85.11428724012347,49990,49607,0.3684210526315789,0.0009744026019589495,32,36
#,#,#,#,#,#,#,"-1.6150000000000002,2.415","-35.5,51.0","-1.2565000000000004,6.8180000000000005",#,#,"2.2375,3.5625",#,"7.064,10.911999999999999",#,"0.19999999999999996,1.675",#,#,1.0,0.401877572016461,0.8333333333333334,1,80.52000000000001,49990,49607,0.3157894736842105,0.0008977724079802383,5,6
#,#,#,"1.4150000000000003,3.8244999999999996","-2.395,13.615","18.9,40.1","0.610262676867692,0.806","0.9429993366846046,2.418647478322782",#,#,#,"49.7,66.0",#,"-0.8739999999999999,3.074",#,#,#,#,#,0.0,0.1,1.0,1,73.4,49624,49624,0.3684210526315789,0.0008183866709606245,0,0
#,#,#,"5.035,11.965",#,#,#,"1.2274999999999998,3.3724999999999996","-8.8,51.0",#,#,#,#,"1.405403982947279,5.474",#,#,"0.5405794094122863,2.975",#,"1.821,3.3790000000000004",1.0,1.0,1.0,1,92.25,49941,49625,0.3157894736842105,0.0010285581797836185,4,4
#,#,#,#,#,"41.268,67.132","-0.828,0.8995884681711678",#,"-8.8,72.2",#,"-0.5660000000000003,6.166",#,#,"1.526,3.851",#,"1.9210000000000003,6.479","1.225,2.975","-1.0065,1.741",#,1.0,1.0,1.0,1,114.94752000000001,49923,49628,0.42105263157894735,0.001281628313732695,9,9
#,#,#,#,#,"36.172,65.428","1.7742282100268516,2.5475",#,#,"0.37449999999999983,3.1015",#,#,#,#,"-0.3839999999999999,6.188000000000001","4.039,7.961",#,#,"1.585,3.5685000000000002",1.0,1.0,1.0,1,80.0,49629,49629,0.3157894736842105,0.0008919745732540866,1,1
#,"11.205,47.81",#,#,#,#,"1.6515000000000002,2.5485",#,"-35.5,51.0","-0.10999999999999988,5.2255",#,#,#,#,"0.6119999999999997,7.18",#,#,#,#,1.0,1.0,1.0,1,73.33333333333333,49994,49629,0.2631578947368421,0.000817643358816246,3,3
#,"13.772999999999998,39.027","6.874999999999999,19.525",#,#,#,#,#,"-35.5,51.0","-1.2565000000000004,4.593999999999999",#,"45.0,119.0","0.575,3.2249999999999996","4.3443996725827105,7.3100000000000005","7.064,10.911999999999999",#,#,#,#,1.0,1.0,1.0,1,86.6,49861,49630,0.42105263157894735,0.0009655624755475486,5,5
"54.35,94.425",#,#,#,"2.565,8.835",#,"-0.506,0.506",#,#,#,#,#,#,"4.3443996725827105,7.638",#,#,"0.125,1.675","-2.351601728885778,1.541",#,1.0,1.0,1.0,1,90.0,49964,49630,0.3157894736842105,0.0010034713949108474,2,2
#,"20.786,42.967","5.95,24.0625",#,#,"41.268,76.948123560819","1.179,2.4210000000000003","-0.8080374344849814,4.845000000000001",#,#,#,#,#,#,#,#,#,"-1.1065,1.5065","-0.045500000000000096,2.0455",1.0,1.0,1.0,1,80.0,49935,49634,0.3684210526315789,0.0008919745732540866,3,3
"44.12,83.88",#,#,#,#,"35.48,50.32","-0.4635,0.45999999999999996","-1.6875,2.57",#,#,#,#,"-0.913,1.313","-1.2570000000000001,2.5330000000000004",#,#,#,"-1.204,1.9559179406514564","-1.417,0.2931555698657071",0.0,0.07009387860082306,0.9166666666666667,1,49.333333333333336,49635,49635,0.42105263157894735,0.00055005098684002,0,0
#,#,#,#,"1.81,20.13",#,#,#,#,#,#,#,"-1.673797663183385,2.16","-1.0550000000000002,5.055",#,#,"1.225,2.975","-0.68,3.067131079873713",#,1.0,0.6345375005651499,0.9130434782608695,2,94.35253250991698,49993,49639,0.2631578947368421,0.002104001498024388,21,23
#,#,"-5.337500000000001,11.774999999999999",#,"1.81,13.615",#,#,"0.7350000000000001,2.418647478322782","-31.5,31.5",#,#,"61.2,108.2",#,"-4.010134602918885,3.074",#,"0.6569961073255457,7.715372056680989",#,#,#,0.0,0.10189707818930038,0.6333333333333333,1,95.80847139418526,49989,49640,0.3684210526315789,0.0010682340048244344,19,30
"54.25,89.75","-4.798996852627276,28.332903216444656","-5.375000000000001,12.775000000000002","-0.4335,2.8335","-2.935,7.135","45.096,77.56814628029147","-1.5238349482855593,0.3105",#,#,#,"-2.2249999999999996,4.394878020851604","24.2,56.585251256684","0.20500000000000007,1.795",#,"0.05021455991557078,4.662495308188306","-1.096,2.296","-0.11250000000000004,1.1125","-0.31400000000000006,1.714","-0.48150000000000004,1.2815",1,0.03276800000000001,0.8,1,62.47221304792161,49641,49641,0.7894736842105263,0.0006965453196707283,0,0
#,#,"5.95,35.4875",#,#,#,#,#,#,#,"1.8042635769676596,5.866",#,#,#,#,#,"-0.0583685403185327,1.675","0.4593100335045568,1.541","-0.4095,2.0095",1.0,0.38470588034229997,0.8260869565217391,1,88.32480345294492,49990,49648,0.2631578947368421,0.0009847934858461453,19,23
"-5.235000000000003,53.555",#,"-15.84075915160124,5.512500000000001",#,"0.5349999999999997,5.665000000000001","-3.235316482332909,40.1","-0.7164999999999999,0.9164999999999999",#,#,#,#,#,#,"-1.3150000000000002,5.697","-2.2199999999999998,5.824000000000001",#,#,#,"-0.5095000000000001,0.7740000000000002",0.0,0.18593443208187066,0.7142857142857143,1,85.87950311247565,49981,49652,0.42105263157894735,0.0009575291642502933,25,35
#,#,#,#,#,#,"-0.529,0.529",#,"-48.55510921726247,51.0","-0.8875000000000002,4.8875","1.8042635769676596,5.866",#,#,#,#,#,"0.125,1.675","-0.18699999999999983,2.387","1.3364999999999996,3.2635",1.0,0.3125122919485888,0.7924528301886793,1,90.43205707992838,49990,49653,0.3684210526315789,0.001008288694029479,42,53
"17.25,52.75",#,"7.249999999999999,14.95",#,#,"45.168,60.431999999999995",#,"-1.7825,2.1825",#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.0,1,129.0,49653,49653,0.21052631578947367,0.0014383089993722147,0,1
"68.51,95.49",#,"2.0625,22.1375",#,#,#,"-0.506,0.506",#,"11.899999999999999,52.9","1.5819999999999999,4.593999999999999",#,"57.0,107.0",#,#,#,#,"-0.0583685403185327,1.6","-2.351601728885778,1.541","-0.11200000000000032,2.5120000000000005",1.0,0.5904900000000001,0.9,1,90.4115697355391,49990,49657,0.47368421052631576,0.0010080602666511197,18,20
"63.96,98.03999999999999",#,#,#,#,#,"-0.529,0.529",#,"-48.55510921726247,51.0","-0.8875000000000002,4.8875","1.8042635769676596,5.866",#,#,#,#,#,"0.125,1.675","-0.18699999999999983,2.387","1.3364999999999996,3.2635",1.0,0.47170050634438726,0.8604651162790697,1,90.29531399439125,49990,49657,0.42105263157894735,0.001006764052087386,37,43
"64.445,101.17",#,"5.7125,25.5375","5.035,11.965",#,#,#,#,#,#,#,#,#,#,"-1.9439999999999995,5.943999999999999",#,#,"-2.487749581849706,1.0305806744661954",#,1.0,0.7241964340209961,0.9375,1,86.96698310656,49941,49659,0.2631578947368421,0.000969654220545865,15,16
#,#,#,#,"0.9050000000000002,12.495000000000001",#,#,"0.21999999999999975,4.38","-36.5,51.0",#,#,#,"1.3750000000000002,2.0482229003965444","1.243,4.5440000000000005",#,#,#,#,"0.4339999999999997,2.5660000000000003",1.0,0.2693290743429045,0.7692307692307693,1,84.492818432,49921,49659,0.3157894736842105,0.0009420680707989778,10,13
#,#,#,#,#,"-3.235316482332909,51.70128032737214",#,"-2.1399999999999997,2.54",#,#,#,"42.0,66.0",#,#,#,"-0.27300000000000013,4.073","-0.26249999999999996,0.39697159986973696",#,"-0.1815000000000001,4.5158835505330615",0.0,0.1991161489782947,0.7241379310344828,1,76.89658953236793,49998,49660,0.3157894736842105,0.0008573725329103567,21,29
#,"22.189999999999998,47.81",#,#,#,"25.924,67.132",#,#,"-35.5,51.0","2.9515,7.6485","8.058,12.341999999999999","42.7,90.1","1.845,6.014497231834932",#,"8.192,15.808","-1.1269999999999998,6.479","0.5405794094122863,2.975",#,#,1.0,1.0,1.0,1,25.0,49877,49662,0.5263157894736842,0.00027874205414190207,1,1
#,#,#,#,"12.015,20.185000000000002","25.924,67.132","-0.828,0.8995884681711678",#,#,#,#,"51.2,95.2",#,#,#,"-1.1269999999999998,6.479",#,"3.276,4.524",#,1.0,1.0,1.0,1,25.0,49877,49662,0.3157894736842105,0.00027874205414190207,1,1
#,#,"7.324999999999999,25.5375",#,#,#,#,#,#,#,"-0.5660000000000003,6.166",#,#,"0.9729999999999996,4.827",#,#,#,"-1.1065,1.0305806744661954",#,1.0,0.29253387338190723,0.782051282051282,1,76.87354138454957,49994,49666,0.21052631578947367,0.0008571155533876745,61,78
"22.69571616877449,104.98582558533758",#,"5.7125,27.675","5.035,11.965",#,#,"1.6515000000000002,2.4210000000000003",#,#,"-0.10999999999999988,3.1015",#,#,#,#,#,#,#,"-2.487749581849706,1.3605","1.8569999999999998,3.743",1.0,1.0,1.0,1,68.5,49994,49666,0.3684210526315789,0.0007637532283488116,2,2
"29.321200257596473,107.27",#,#,#,#,"43.455999999999996,53.408","-0.7935,0.6325","-0.7625000000000002,0.9125","-35.5,61.28890247157554","0.8984999999999999,4.593999999999999","-0.7739999999999996,6.773999999999999",#,#,"-0.6839999999999997,6.084",#,#,#,#,#,1.0,0.3427548048785138,0.8072289156626506,1,81.1912191373348,49990,49669,0.42105263157894735,0.0009197263988834551,67,83
#,#,#,"-0.48499999999999965,2.4849999999999994",#,#,#,"-0.7125,1.7225000000000001","-34.0,51.0",#,"-1.354,4.154",#,"0.575,4.2625",#,#,"-2.15,11.231791515384753",#,"0.5954999999999999,1.9994999999999998",#,1.0,0.2935778904262872,0.782608695652174,1,70.48737673938248,49937,49669,0.3684210526315789,0.0007859118473363839,18,23
"-5.487614822941606,53.555",#,"-15.84075915160124,5.512500000000001",#,#,#,"-1.2758845127785776,0.9164999999999999",#,"-31.5,31.5","-0.4245000000000001,2.4245",#,#,#,"-1.3150000000000002,5.697","-1.5120000000000002,5.824000000000001",#,#,"-0.602,0.8019999999999999","-0.5095000000000001,0.7740000000000002",0.0,0.15473810605760632,0.6885245901639344,1,69.20580329204464,49981,49672,0.47368421052631576,0.0007716227107265972,42,61
#,#,#,#,"0.5349999999999997,5.665000000000001","-3.235316482332909,40.1","-0.7164999999999999,0.806",#,#,#,"-5.486620498345881,4.415","57.8,66.0","-0.9984999999999999,1.5985",#,"-2.2199999999999998,3.112",#,"-0.3875,0.9875",#,#,0.0,1.0,1.0,1,107.0,49981,49672,0.42105263157894735,0.0011930159917273408,4,4
#,"20.665,55.670515429520755",#,#,"9.776817238260561,13.015",#,"0.6639999999999999,2.136","-0.7399999999999998,3.9675000000000002","2.200000000000003,68.2","-0.7719999999999998,4.772","-2.074,5.473999999999999",#,"0.0050000000000001155,1.595",#,"-2.0279999999999996,7.872",#,#,"-0.909,1.5090000000000001","1.0545,3.9455",0.0,0.07775999999999998,0.6,1,78.6,49855,49674,0.5789473684210527,0.00087636501822214,3,5
#,"20.665,41.001",#,#,"9.776817238260561,13.015",#,#,"-0.7399999999999998,3.9675000000000002","11.8,51.003865166018024",#,#,#,#,#,"0.528,7.627999999999999",#,"-0.42500000000000004,1.65","-0.5265,1.5090000000000001","-0.13346445363577275,3.1455",0.0,0.00045182066995894555,0.21428571428571427,1,81.4810921984,49855,49674,0.42105263157894735,0.0009084882805243091,3,14
"-5.487614822941606,59.005",#,#,"0.3150000000000004,3.8244999999999996","-2.395,9.195","45.096,55.528000000000006",#,"-1.7225000000000001,2.54",#,#,#,"49.7,66.0","-2.1601954774551704,0.8975876353724147",#,#,"-0.27300000000000013,4.073",#,"-1.204,1.9559179406514564","0.8005,4.5158835505330615",0.0,1.0,1.0,1,93.0,49998,49677,0.5263157894736842,0.0010369204414078755,2,2
"-5.235000000000003,53.555",#,#,#,#,#,#,"-0.6125000000000003,0.8188227909690424","-34.5,31.5","-2.372,2.371",#,"-24.925675529683982,66.0",#,#,"-2.2199999999999998,5.824000000000001","-3.9749999999999996,2.903",#,"-0.26049999999999995,0.5875",#,0.0,0.401877572016461,0.8333333333333334,1,79.93036747131968,49981,49678,0.42105263157894735,0.0008911981926909087,25,30
#,#,#,#,#,#,#,"-0.6125000000000003,0.8188227909690424","-34.5,31.5","-2.372,2.371",#,"-24.925675529683982,66.0",#,#,"-2.2199999999999998,5.824000000000001","-3.9749999999999996,2.903",#,"-0.26049999999999995,0.5875",#,0.0,0.07775999999999998,0.6,1,73.57435810004873,49981,49686,0.3684210526315789,0.0008203307083591789,27,45
"-5.487614822941606,35.235",#,#,"1.4150000000000003,3.377",#,#,"-0.368,0.368",#,"-24.0,24.0",#,#,"48.2,66.0",#,#,"1.2239999999999993,8.975999999999999",#,#,#,#,0.0,1.0,1.0,1,101.0,49762,49700,0.3157894736842105,0.0011261178987332842,1,1
"-5.487614822941606,35.235",#,#,"-2.2659999999999996,4.465999999999999",#,"49.764,61.636","-0.43699999999999994,0.7555",#,"-34.5,34.5",#,#,#,#,#,#,"-2.291,3.9799999999999995","-0.4625,0.6625",#,#,0.0,0.1,1.0,1,58.300799999999995,49702,49702,0.3684210526315789,0.000650035390004648,0,0
#,#,#,"0.41400000000000015,3.186","-3.925,10.325",#,"-0.8164999999999999,0.43699999999999994",#,#,"-1.7715,2.7715",#,#,#,"-5.5468371811537756,4.808","-2.2199999999999998,5.824000000000001","-3.9749999999999996,2.6910000000000003",#,"-0.424,0.8775",#,0.0,0.043333810466691956,0.5337837837837838,1,67.39965282646955,49998,49702,0.42105263157894735,0.007410817168479651,79,148
"58.055,99.945",#,"3.3125,15.6875","-1.6520679993196925,5.8709999999999996",#,#,#,"-0.047499999999999876,4.047499999999999",#,#,#,#,"0.575,4.2625",#,#,#,"0.26250000000000007,1.3375","-0.8335000000000001,1.2335",#,1.0,0.32252790144585197,0.7974683544303798,1,73.36343948142226,49964,49703,0.3684210526315789,0.0008106298298504922,63,79
"54.35,104.98582558533758","6.25,26.888","3.3125,15.6875",#,"2.74,8.06","42.296,55.932",#,#,#,#,"-0.7739999999999996,6.773999999999999",#,#,"-2.384,4.785",#,#,#,#,"-0.23500000000000032,2.9375",1.0,0.3699992524594304,0.819672131147541,1,78.28863122174623,49984,49703,0.42105263157894735,0.000879272732987524,50,61
#,"-1.9800000000000004,25.131",#,#,#,#,#,#,"-31.5,31.5","-1.1400000000000001,1.94",#,#,"-0.03699999999999992,0.8975876353724147",#,#,"-0.27300000000000013,5.897",#,#,#,0.0,0.08036044002810815,0.6039603960396039,1,83.37314633940608,49989,49707,0.2631578947368421,0.000929584082836778,61,101
#,#,#,#,#,"18.9,46.196000000000005",#,"0.9429993366846046,3.12",#,"-0.4245000000000001,1.5550000000000002",#,"69.4,99.4","-1.396,1.6575","-1.3150000000000002,5.697",#,"-0.625,2.025",#,#,"-0.37400000000000017,0.7740000000000002",0.0,0.5549289573066435,0.8888888888888888,1,110.22144,49913,49710,0.42105263157894735,0.0012289340238431363,8,9
"49.09,119.90900713001282",#,#,#,#,#,"-0.828,0.828",#,#,#,#,#,#,#,#,"1.9210000000000003,6.479","1.225,2.975","0.5340231552432719,1.741",#,1.0,1.0,1.0,1,83.0,49917,49712,0.2631578947368421,0.0009254236197511148,2,2
"-5.487614822941606,26.975","-2.1050000000000013,10.705000000000002","-3.7124999999999995,8.1125","0.41400000000000015,2.9335","2.0250000000000004,13.015",#,"-0.8164999999999999,0.7555",#,"-31.5,55.9",#,#,"39.2,99.2",#,"0.9029999999999996,2.915","-2.2199999999999998,5.824000000000001","-3.9749999999999996,3.9799999999999995","-0.2750000000000001,0.875","-0.424,0.8775","-0.6840000000000002,1.284",0.0,0.03125,0.5,1,94.5,49913,49720,0.7368421052631579,0.0010536449646563898,1,2
"-5.487614822941606,36.975",#,#,"-0.3334999999999999,3.186",#,#,"-0.59,0.7555",#,#,#,#,#,"0.49540132944517434,5.536248544411243",#,"-2.2199999999999998,5.824000000000001",#,#,"-0.8775,0.8775",#,0.0,0.3666478320532007,0.8181818181818182,2,83.63804160000001,49948,49720,0.3157894736842105,0.0018650751615991886,9,11
#,"25.033,47.81",#,"4.218999999999999,7.981",#,"37.668,67.132","-0.013999999999999957,0.8140000000000001","-1.455,3.115",#,#,#,#,"0.7304999999999999,4.9225","1.526,4.5440000000000005","1.2439999999999998,6.408",#,#,"-1.1065,1.5065",#,1.0,0.08825375108068294,0.6153846153846154,1,95.672175616,49941,49724,0.47368421052631576,0.0010667143502171453,8,13
#,#,#,"5.035,11.965",#,"41.268,67.132",#,#,"-8.8,51.0",#,#,#,#,#,"-0.98,13.19386046531897",#,"0.5405794094122863,2.975",#,#,1.0,0.5417169694823225,0.8846153846153846,1,79.43029325791429,49994,49724,0.2631578947368421,0.0008856225241521881,23,26
#,#,#,"5.035,11.965","8.915,21.185","37.668,67.132",#,"-1.455,3.115",#,#,"0.5700000000000003,11.305",#,"-0.5899999999999999,4.9225",#,"1.2439999999999998,13.19386046531897",#,#,#,#,1.0,0.4182119423999999,0.84,1,84.95716206707039,49990,49725,0.3684210526315789,0.0009472453547456672,21,25
#,#,#,#,#,#,"-0.828,0.828",#,#,"2.69,7.3100000000000005",#,"32.2,96.2",#,#,#,#,#,"-0.6920000000000001,1.8265","1.585,3.3120000000000003",1.0,0.534824985896467,0.8823529411764706,1,85.67499646976,49990,49725,0.2631578947368421,0.0009552489801832444,15,17
#,#,#,"-2.8145,4.214499999999999","-0.8650000000000004,4.265000000000001",#,#,#,#,#,#,#,"0.575,4.2625",#,"-2.4520000000000004,6.252000000000001",#,#,#,#,1.0,0.040386107340619246,0.5263157894736842,1,54.54546976477069,49929,49726,0.21052631578947367,0.006876444549484219,30,57
