GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"52.125,71.53555799850108",#,#,"-0.3334999999999999,1.5316330627480403",#,#,"-0.26249999999999996,1.4625","0.8300000000000001,5.6919484006662255",#,#,"-0.6949999999999998,3.895",#,#,#,#,#,"-0.21250000000000008,0.8125",#,"-1.2120000000000002,1.4120000000000004",0.0,1.0,1.0,1,74.5257886374953,49815,47805,0.3684210526315789,0.0007567076250266368,19,19
"42.795,93.205","-5.597,15.997","2.7750000000000004,8.2",#,#,"52.343999999999994,68.456","-0.48299999999999993,0.48299999999999993",#,#,#,#,"-21.703164198004583,58.4",#,#,#,#,"-0.4625000000000001,0.8625","-2.0256653893538012,1.0555",#,0.0,0.6590815232000001,0.92,1,53.275533318015555,49977,47806,0.42105263157894735,0.0005409402976625503,23,25
#,"21.329,34.871",#,#,#,"30.335999999999995,50.263999999999996",#,#,"32.2,63.2",#,#,#,#,"2.4090000000000003,6.421",#,"-2.8449999999999998,4.08",#,#,"-0.009500000000000064,1.8765",1.0,0.46872009988874197,0.859375,1,69.30982950454455,49992,47822,0.3157894736842105,0.0006486881656499847,55,64
#,#,"14.05,24.515963511928007",#,#,#,"-0.5175,0.5175",#,#,#,#,#,#,"2.3979999999999997,8.602","7.241589399745579,10.296850728889213",#,#,#,#,1.0,0.5904900000000001,0.9,1,79.43823998945481,49994,47830,0.21052631578947367,0.0008065868609738287,27,30
#,#,#,#,#,"41.352,58.617212248049036",#,"-1.105,1.0075",#,"0.4675,4.6095","-3.2700000000000005,5.510999999999999",#,#,#,#,"-1.057,6.768","-0.11250000000000004,1.125",#,#,1.0,0.17707128468474684,0.7073422957600828,1,80.34316487467085,49994,47830,0.3157894736842105,0.0008115694129779194,684,967
"14.976884093146488,48.975",#,#,#,"1.321954014231451,11.44","33.428,46.572",#,"2.5999999999999996,5.2","13.3,38.3","-0.9859999999999999,2.8145787842498122",#,"54.0,111.0","-0.843,2.1805","-3.1915127152111413,3.9430000000000005",#,"-2.0210000000000004,4.021000000000001",#,#,#,0.0,1.0,1.0,2,56.2,49853,47843,0.5263157894736842,0.0011412685274181961,6,6
#,#,"-3.637500000000001,12.037500000000001",#,#,#,"-0.6325,0.6325",#,"-34.19671495435826,31.83087083200925","-1.04,3.755906009075965",#,"33.0,74.0","-1.561,2.3609999999999998","-1.1450000000000002,2.1450000000000005","-3.8880000000000003,5.088",#,"-0.23750000000000004,0.6375000000000001",#,#,0.0,0.0661763301935971,0.580952380952381,1,68.59456866428431,49999,47846,0.47368421052631576,0.0006624557219608061,305,525
#,"21.329,34.871",#,"2.5170000000000003,5.883",#,"30.335999999999995,50.263999999999996","-0.16349999999999998,1.3731214630740838",#,#,#,#,"55.599999999999994,90.6","1.2690000000000001,3.9779999999999998","2.4090000000000003,4.968231754524757","1.048,9.961302154740732",#,"0.6913475774601663,1.0625",#,#,1.0,1.0,1.0,4,97.47149125538186,49965,47848,0.47368421052631576,0.004024468776302227,48,48
#,#,"-3.637500000000001,12.037500000000001",#,#,"16.891999999999996,41.908","-0.6325,0.6325",#,"-34.19671495435826,31.83087083200925","-1.04,3.755906009075965",#,"33.0,74.0","-1.561,2.3609999999999998","-1.1450000000000002,2.1450000000000005","-3.8880000000000003,5.088",#,"-0.23750000000000004,0.6375000000000001",#,#,0.0,0.20868024102929658,0.7309644670050761,2,85.46962118338558,49989,47853,0.5263157894736842,0.001735654603326575,144,197
"-12.14,48.975","9.138999999999998,33.661",#,#,#,"52.343999999999994,64.852",#,"-1.2974999999999999,1.4975",#,#,"-1.301,3.901","29.200000000000003,90.2",#,#,"5.164,8.836",#,"0.04999999999999993,1.35",#,#,0.0,0.004115226337448558,0.3333333333333333,1,56.36,49864,47854,0.42105263157894735,0.0005722588452427894,2,6
"-0.16266417115467036,60.892947098646246",#,#,#,#,"22.635999999999996,50.052",#,"1.3497705810279998,3.54713569161508",#,"-1.4405000000000001,2.6405000000000003","-2.811,3.907","0.43750323990084183,95.3",#,"-0.9220000000000002,1.5220000000000002","-0.8479999999999999,4.048",#,"-0.26250000000000007,1.4625","-0.8284999999999999,0.051810908968234815",#,0.0,0.38470588034229997,0.8260869565217391,1,64.18832670243171,49871,47861,0.5263157894736842,0.00065174481399575,19,23
#,#,"14.05,24.515963511928007",#,#,#,#,#,#,"0.4675,3.9325",#,#,#,#,#,"-1.057,6.234527538501899",#,#,#,1.0,0.6502664715594719,0.9175257731958762,1,87.66694378385952,49994,47868,0.15789473684210525,0.0008901381124151168,89,97
"61.41,102.59",#,#,#,#,#,#,"-1.551380737486241,1.0075",#,#,#,"51.900000000000006,80.9",#,"2.3979999999999997,8.033000000000001","7.241589399745579,11.272",#,"-0.025000000000000022,1.4249999999999998",#,#,1.0,1.0,1.0,2,77.84241912204791,49994,47906,0.3157894736842105,0.0015807669580442997,69,69
"-12.14,48.975",#,#,#,"3.39,12.030000000000001",#,#,#,#,"-1.9100000000000001,2.71",#,"58.701277486113476,62.2",#,#,#,"-2.268,2.8953586664590913","0.04999999999999993,1.35",#,#,0.0,1.0,1.0,1,88.71250555993325,49909,47907,0.3157894736842105,0.0009007543646260102,21,21
#,#,#,#,#,"39.56399999999999,64.87766687502697","-0.567,1.8191639963198587",#,#,#,#,#,"1.2220000000000002,3.9779999999999998","0.45499999999999985,6.073",#,#,#,#,"-0.8020514343893109,1.7355",1.0,0.29456172965920824,0.7831325301204819,1,72.30411918823168,49995,47915,0.2631578947368421,0.0006866918197643655,325,415
"67.705,88.295",#,#,#,#,#,"-0.31399999999999995,0.514",#,#,#,#,"47.400000000000006,120.4",#,"-1.5550000000000002,2.963",#,#,"1.2375,3.8370566715090533","-1.343,1.5430000000000001",#,1.0,1.0,1.0,2,92.98573685038357,49936,47926,0.3157894736842105,0.0018882863872977428,48,48
"56.085,107.91499999999999","25.367000000000004,44.033",#,"5.09203477173228,9.0185",#,"34.952,46.312",#,#,#,#,#,#,#,#,#,#,#,#,"2.083,4.876",1.0,0.6995662212779985,0.9310344827586207,1,65.53064409124205,49949,47936,0.2631578947368421,0.0006653742142595883,54,58
"55.025,86.975",#,"7.7625,21.2375","5.09203477173228,7.522499999999999",#,"35.288,57.848","0.8223353344765132,2.444",#,"7.399999999999995,63.400000000000006",#,#,"42.599999999999994,106.7",#,#,"-2.152,5.484",#,#,#,"2.083,3.220723368941398",1.0,1.0,1.0,1,75.45794343629619,49946,47936,0.47368421052631576,0.0007661723842308477,19,19
"66.09,95.91",#,"14.05,24.515963511928007",#,#,#,#,#,#,"0.4675,3.9325",#,#,#,#,#,"-1.057,6.768",#,#,#,1.0,0.7811689895782574,0.9518072289156626,1,88.14221239996378,49994,47955,0.21052631578947367,0.0008949638162730296,79,83
"59.28,115.44387410932532",#,"1.9749999999999996,8.162546105054815",#,"1.995,9.405000000000001",#,#,#,"10.500000000000004,71.9",#,#,"66.2,92.2",#,#,"-0.09600000000000009,2.768","-4.764876662894079,5.257","0.13749999999999996,1.35","-0.3825,0.9824999999999999",#,1,0.13517083979372405,0.6701570680628273,1,75.88180076700215,49993,47957,0.47368421052631576,0.0007704760766832515,128,191
#,#,"-0.8250000000000002,28.425",#,#,"41.588,53.937304468721905",#,"-1.2025,1.3325","45.15255841499342,68.5",#,#,#,#,#,#,"-2.664755781935898,2.72","-0.15000000000000002,1.35",#,#,1.0,1.0,1.0,1,68.804312650419,49981,47971,0.3157894736842105,0.0006986138485637443,22,22
#,"6.404999999999999,30.195","2.5999999999999996,13.6","0.7725000000000004,5.227499999999999",#,#,#,#,"27.085423258112293,45.15255841499342",#,#,"50.599999999999994,89.6","-0.9634999999999999,2.1635",#,#,#,#,"-1.2455,1.4675",#,1.0,0.07920263225402628,0.6022099447513812,1,65.93577653027538,49995,47978,0.3684210526315789,0.0007249659640505219,327,543
"-12.14,63.010000000000005",#,#,"-0.38499999999999956,2.585",#,#,#,#,"-18.314485642361966,31.83087083200925",#,"-2.5700000000000003,4.57","58.701277486113476,74.0","-1.913752940289903,0.7889999999999999","0.13099999999999978,2.669",#,#,"-0.4625000000000001,1.35",#,"-0.3660000000000003,1.7660000000000002",0.0,0.24583995944045128,0.7553191489361702,1,85.87483443196898,49999,47989,0.47368421052631576,0.0008817776021440859,142,188
"-12.14,44.845","-4.695000000000001,19.095000000000002","-3.637500000000001,8.2",#,"-4.425,9.825","25.016,49.184000000000005",#,#,"15.0,31.83087083200925",#,#,#,#,"-2.5372626993861935,2.1450000000000005",#,"-2.1210000000000004,3.9210000000000003","-0.03585224236025819,0.75",#,#,0.0,0.42101120912331136,0.8411214953271028,1,100.65702960285509,49989,47998,0.47368421052631576,0.0010220346970564074,90,107
"66.09,95.91",#,"14.05,24.515963511928007",#,#,#,#,"-2.0475,2.8925",#,#,#,#,#,#,#,"2.1370000000000005,6.768",#,"-0.7284999999999999,1.7285","1.9979999999999998,3.802",1.0,1.0,1.0,2,90.92559898997939,49994,47999,0.3157894736842105,0.001846450613236854,51,51
#,"18.915999999999997,43.230999999999995","4.324999999999999,13.675",#,#,#,#,#,#,#,#,#,"-0.6779999999999999,2.195","-3.7631646256227036,2.963",#,"-5.844206302539304,4.08","1.2375,3.8370566715090533","-0.8945,1.0945","0.683,3.7170000000000005",1.0,0.4182119423999999,0.84,1,81.84333719358594,49936,48001,0.42105263157894735,0.0008310073391273549,21,25
#,#,#,#,#,#,#,#,#,#,#,#,"-1.408,2.408",#,#,#,#,"-0.3825,0.9824999999999999",#,1,0.08093436678218113,0.6048206278026906,1,71.75070763849342,49995,48005,0.10526315789473684,0.0007397157707087146,1079,1784
"59.28,115.44387410932532",#,#,#,"1.995,9.405000000000001",#,"0.7707610393777689,1.536",#,#,#,#,#,"-1.408,2.408",#,"-0.09600000000000009,2.768",#,"0.13749999999999996,1.35","-0.3825,0.9824999999999999","-0.3430000000000002,2.5020000000000002",1,1.0,1.0,1,78.6499791349598,49993,48005,0.42105263157894735,0.0007985831482991764,41,41
"52.125,63.010000000000005","18.837,41.163",#,#,#,#,#,#,#,#,#,#,#,"0.44499999999999984,7.423832166483161","5.164,8.836",#,"0.175,0.825",#,#,1,0.0,0.0,1,64.100639744,48009,48009,0.2631578947368421,0.0006508544726619144,0,13
#,#,#,#,#,#,#,#,#,#,#,#,"-0.6779999999999999,2.195","-3.7631646256227036,2.963",#,#,"1.2375,2.7375",#,"2.083,5.117",1.0,0.792470436383506,0.9545454545454546,1,78.24989047814218,49762,48011,0.21052631578947367,0.0007945207942760182,42,44
#,#,#,#,#,#,"-0.14499999999999996,0.5449999999999999",#,"13.8,43.8",#,#,#,#,#,#,#,#,#,#,1.0,0.07987823301220488,0.6032338308457711,1,75.40276978330306,49992,48011,0.10526315789473684,0.0007488657048952971,485,804
#,"19.641841894758468,33.544000000000004",#,"0.8150000000000002,6.0145","3.39,6.818264533540301",#,#,"0.71,4.09","26.1,56.263439695227376",#,#,"58.701277486113476,62.2","-5.214071380743799,1.3335000000000001",#,"3.12540885320504,4.968",#,"0.15000000000000002,1.0499999999999998","0.03950000000000009,1.5605","0.0625,3.1375",0.0,0.057161597398719836,0.8389830508474576,1,50.0,48017,48017,0.5789473684210527,0.000507681729278557,0,0
"-12.14,48.975",#,#,"-0.4304999999999999,3.4305",#,#,#,#,"-68.17684172157627,38.3","-1.9100000000000001,2.71","-1.289,2.689","58.701277486113476,62.2","-0.9455,2.2079999999999997",#,"-1.968,4.968","-2.268,2.8953586664590913",#,"-1.248,1.248",#,0.0,0.6995662212779985,0.9310344827586207,1,84.51560572692838,49909,48018,0.5263157894736842,0.0008581405773294342,27,29
"-12.14,48.975",#,#,"-0.4304999999999999,4.616499999999999",#,"20.588,39.57077567240506",#,#,"-68.17684172157627,38.3","-1.9100000000000001,3.1565000000000003","-1.289,2.689",#,"-0.9455,2.2079999999999997","-1.6440000000000003,3.2440000000000007","-1.968,4.968",#,"0.04999999999999993,1.35",#,#,0.0,0.2015343395745441,0.7258883248730964,1,87.55986209503796,49989,48037,0.5263157894736842,0.0008890508440760168,143,197
"-12.14,48.975","1.1389999999999993,25.661",#,"-2.0164999999999997,3.4305",#,#,#,#,#,"-2.1565000000000003,2.71",#,"58.701277486113476,62.2","-0.9455,2.2079999999999997",#,#,"-6.5729614772045135,2.8953586664590913",#,"-1.248,1.248",#,0.0,0.512908935546875,0.875,2,82.58536134209191,49909,48037,0.42105263157894735,0.0016770831623699083,28,32
"67.445,86.975",#,#,#,#,#,#,#,#,#,"-0.7109999999999999,5.510999999999999",#,#,#,#,#,"1.2375,2.7375",#,"2.083,5.117",1.0,0.48894551440329226,0.8666666666666667,1,75.22479001787413,49868,48038,0.21052631578947367,0.0007638050296178133,52,60
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"0.13749999999999996,1.35","-0.3825,0.9824999999999999",#,1,0.08387925495214663,0.609159347553325,1,74.86884605439538,49995,48039,0.10526315789473684,0.0008170117620717516,971,1594
"66.09,95.91",#,#,#,#,#,"-0.6705,0.8704999999999999","-2.0475,2.8925",#,#,#,#,#,#,#,#,#,#,#,1.0,0.3482107920448908,0.8097826086956522,1,79.03501877052568,49995,48043,0.15789473684210525,0.0008457345389982394,596,736
"-12.14,63.010000000000005","-2.4250000000000007,25.025000000000002",#,#,#,#,"-0.5050000000000001,1.105",#,"-20.649193407136394,31.83087083200925","-1.8875000000000002,3.8875",#,"58.701277486113476,74.0","-1.913752940289903,0.7889999999999999",#,#,#,"-0.4625000000000001,1.35",#,"-0.3660000000000003,1.7660000000000002",0.0,0.22127664518454443,0.7395833333333334,1,85.86026273243667,49999,48060,0.47368421052631576,0.0008815926575036588,142,192
#,#,#,"-0.3789999999999998,3.779",#,"20.588,39.57077567240506",#,#,#,#,#,#,#,#,"-1.968,4.968","-10.128504641256695,3.6559999999999997","-0.36250000000000004,1.3625",#,"-0.6530000000000002,2.053",0.0,0.12218636577704957,0.6567567567567567,1,73.78003676428065,49989,48064,0.3157894736842105,0.0007491355330145102,243,370
"59.28,89.91499999999999",#,"0.9000000000000004,16.825000000000003",#,#,#,"0.7707610393777689,1.536",#,"10.500000000000004,61.0",#,#,#,#,#,#,"-4.764876662894079,5.257",#,#,#,1.0,0.36859187770331825,0.819047619047619,1,77.36186332920617,49993,48070,0.2631578947368421,0.0007996282854322774,86,105
#,#,#,#,"4.58,15.22",#,#,#,#,#,#,#,#,"4.367,8.033000000000001",#,#,"-0.11250000000000004,1.7000000000000002","0.11750000000000005,1.802",#,1.0,0.7329638431456013,0.9397590361445783,1,79.91001129483166,49994,48076,0.21052631578947367,0.0008113770544165831,78,83
#,#,#,#,#,#,#,#,"4.0,47.0",#,#,#,#,#,"-0.19999999999999973,6.6","1.15,6.449999999999999",#,"-0.6385000000000001,1.0385","2.5774999999999997,3.2330000000000005",1,0.5821262541771084,0.8974358974358975,1,72.94871963497037,49946,48077,0.2631578947368421,0.0007406946426587676,35,39
"-12.14,48.975",#,"1.2750000000000004,7.380310272144927",#,#,"29.828,53.572",#,#,"-28.999999999999996,31.83087083200925","-0.9935,3.0245","-2.254,3.895",#,"-5.214071380743799,2.8717598205059423",#,"0.6799999999999997,9.52",#,#,"-0.6385000000000001,1.0385","1.0289999999999997,3.5709999999999997",0.0,0.5734249721032963,0.8947368421052632,1,86.8010866236663,49961,48094,0.5263157894736842,0.0008813465152072144,34,38
"-12.14,48.975",#,"1.2750000000000004,7.380310272144927",#,"0.7250000000000005,13.075",#,#,#,#,#,"-2.254,3.895",#,#,#,#,#,#,#,#,0.0,0.10067614134328887,0.6318082788671024,1,74.06724922554665,49989,48113,0.21052631578947367,0.0007520517833946276,290,459
#,#,"14.05,24.515963511928007",#,#,#,"-0.31399999999999995,0.514",#,#,#,#,"47.400000000000006,112.9","-0.14800000000000002,2.195",#,#,#,#,#,#,1.0,0.5734249721032963,0.8947368421052632,1,77.94041589898441,49794,48118,0.21052631578947367,0.0007913785024857268,34,38
"52.125,71.53555799850108",#,#,"0.8150000000000002,1.5316330627480403",#,#,#,"0.8300000000000001,5.6919484006662255",#,#,#,#,#,"0.44499999999999984,5.744",#,#,#,"-1.2285,1.2285",#,0.0,1.0,1.0,2,75.13393023680513,49815,48128,0.2631578947368421,0.0015257649452046274,19,19
#,"21.329,34.871","3.2375,13.962499999999999","2.5170000000000003,5.883","5.835,10.965","30.335999999999995,50.263999999999996","-0.16349999999999998,1.3731214630740838",#,#,#,#,"55.599999999999994,90.6","1.2690000000000001,3.9779999999999998","2.4090000000000003,4.968231754524757","1.048,9.961302154740732",#,"0.6913475774601663,1.0625",#,#,1.0,1.0,1.0,1,97.00600903722292,49858,48129,0.5789473684210527,0.000984963568368573,30,30
#,#,#,#,#,#,#,#,"4.700000000000003,57.1",#,#,#,#,#,"7.328000000000001,11.272",#,"-0.11250000000000004,1.125",#,#,1.0,0.7385081737104511,0.9411764705882353,1,83.57858034961927,49994,48136,0.15789473684210525,0.0008486263640508306,32,34
#,#,#,#,"-1.4000000000000004,12.030000000000001","20.588,49.34400000000001","-0.8394999999999999,0.8394999999999999","-0.6800000000000002,3.48","-28.999999999999996,31.83087083200925","-0.9859999999999999,3.572",#,#,#,"-1.1450000000000002,2.1450000000000005","-0.936,2.736","0.575,3.4269999999999996",#,#,#,0.0,0.08118000985723603,0.6051873198847262,1,77.54343546317766,49989,48142,0.47368421052631576,0.0007873477082029242,210,347
#,"18.429,31.971","12.0875,19.512500000000003",#,#,"39.928,61.19200000000001",#,#,#,#,#,#,#,#,"-0.09600000000000009,2.768",#,#,#,#,0,0.00017114399548686952,0.17647058823529413,1,69.9224172126208,49481,48167,0.21052631578947367,0.0007099666737168012,3,17
#,#,#,#,#,#,"-0.506,0.506",#,"45.15255841499342,68.5","-1.5565000000000002,3.7565000000000004",#,"55.400000000000006,103.4",#,#,#,#,#,"-1.2455,1.4675",#,1.0,0.6472278485082303,0.9166666666666666,1,65.82467349662127,49981,48171,0.2631578947368421,0.0006683596813992216,22,24
"25.7,68.3",#,#,#,#,#,#,#,#,#,#,"45.099999999999994,113.1","-0.6779999999999999,2.195",#,#,#,"1.2375,2.7375","-0.8945,1.0945","2.083,5.117",0,0.00019869482337892967,0.18181818181818182,1,64.9878016,49250,48185,0.3157894736842105,0.0006598623899659954,2,11
"64.25,100.815",#,#,#,#,"38.9,59.957578426489476",#,#,"4.700000000000003,77.7",#,#,#,#,#,#,#,#,"0.16149999999999998,1.248",#,1.0,0.4331618379810008,0.8459214501510574,1,82.25858572532772,49994,48186,0.21052631578947367,0.0008773150508654032,280,331
#,#,#,"5.09203477173228,7.522499999999999",#,"34.952,57.848",#,#,"23.0,51.0",#,#,#,#,"-0.9250000000000003,6.125",#,#,#,#,#,1.0,0.6409925593017161,0.9148936170212766,1,81.6649958507229,49965,48196,0.21052631578947367,0.0008055004710537862,86,94
#,#,#,"5.09203477173228,7.522499999999999",#,"34.952,57.848","0.8223353344765132,2.444",#,#,#,#,#,"0.4655,4.3345",#,#,#,#,#,#,1.0,1.0,1.0,1,78.0506877357823,49946,48196,0.21052631578947367,0.0007596275162053219,33,33
#,#,"-3.637500000000001,8.2","-0.3334999999999999,1.5316330627480403","-1.4000000000000004,12.030000000000001",#,#,#,"15.0,31.83087083200925","-2.0565,3.2565000000000004","-4.869951326091764,0.4828598119216707",#,#,#,#,#,"-0.03585224236025819,0.625",#,"-0.8325000000000002,0.4152358731228758",0.0,1.0,1.0,1,104.96239269888,49731,48197,0.42105263157894735,0.0010657497806916476,15,15
#,#,#,#,#,"38.9,59.957578426489476",#,"-2.0475,2.8925",#,#,#,"80.5,119.5",#,#,#,"2.832,8.768",#,"-1.3065,1.3065",#,1.0,0.18109265572580094,0.7105263157894737,1,70.37821559301258,49870,48201,0.2631578947368421,0.0007145946839159946,27,38
"26.215,73.785",#,#,#,#,#,#,#,"-25.0,25.0",#,"4.57,7.629999999999999","38.900000000000006,108.9","-0.8765301190768438,2.7815","-2.5372626993861935,8.944",#,"-2.6329999999999996,3.643",#,"1.2225000000000001,2.9775",#,0.0,0.03125,0.5,1,47.88,49978,48202,0.42105263157894735,0.0004861560239571462,3,6
"-12.14,48.975",#,"1.2750000000000004,6.812500000000001","-1.5224999999999997,4.0295000000000005","2.6950000000000003,6.45",#,#,"-1.7525000000000002,4.621188349733111","-28.999999999999996,31.83087083200925",#,#,"48.0,74.0",#,#,#,#,#,#,"0.3234999999999999,1.894622829565324",0.0,0.21786437800004058,0.7372881355932204,1,78.76665007349578,49943,48211,0.42105263157894735,0.0007997677823758263,87,118
#,#,"1.2750000000000004,6.812500000000001","-1.5224999999999997,4.0295000000000005","-5.844999999999999,12.030000000000001",#,#,#,"15.0,31.83087083200925","-0.9935,3.572",#,"53.599999999999994,74.0",#,"-1.1450000000000002,2.1450000000000005",#,#,#,#,#,0.0,0.21464963655463068,0.7350993377483444,2,91.77207335964775,49999,48219,0.3684210526315789,0.001913251227126811,111,151
#,#,"-0.8250000000000002,28.425",#,#,"41.588,53.937304468721905","-0.8624999999999999,1.07298656056447",#,"45.15255841499342,68.5",#,#,#,"0.38450000000000006,2.1635",#,#,#,#,"-0.24600000000000005,0.8460000000000001",#,1.0,1.0,1.0,1,69.17015166612275,49981,48231,0.3157894736842105,0.0007023284442463451,19,19
"25.7,68.3",#,#,#,#,#,#,#,#,#,#,"45.099999999999994,113.1","-0.6779999999999999,2.195",#,#,#,"1.2375,2.7375","-0.8945,1.0768764036149667","2.083,5.117",0,1.0000000000000003e-05,0.1,1,66.521344,49250,48245,0.3157894736842105,0.0006754334191170752,1,10
